azimuth0,elevation0,temperature0,humidity0,vPanel0,azimuth1,elevation1,temperature1,humidity1,vPanel1,azimuth2,elevation2,temperature2,humidity2,vPanel2,azimuth3,elevation3,temperature3,humidity3,vPanel3,azimuth4,elevation4,temperature4,humidity4,vPanel4,azimuth5,elevation5,temperature5,humidity5,vPanel5,azimuth6,elevation6,temperature6,humidity6,vPanel6,azimuth7,elevation7,temperature7,humidity7,vPanel7,azimuth8,elevation8,temperature8,humidity8,vPanel8,azimuth9,elevation9,temperature9,humidity9,vPanel9,azimuth10,elevation10,temperature10,humidity10,vPanel10,azimuth11,elevation11,temperature11,humidity11,vPanel11,azimuth12,elevation12,temperature12,humidity12,vPanel12,azimuth13,elevation13,temperature13,humidity13,vPanel13,azimuth14,elevation14,temperature14,humidity14,vPanel14
231.882,62.044,52.0,6.5,1.291,232.365,61.853,51.6,6.8,1.282,232.861,61.654,49.5,7.7,1.27,233.321,61.467,50.8,7.6,1.257,233.77,61.281,51.3,7.1,1.25,234.257,61.075,49.8,7.4,1.249,234.714,60.879,49.1,7.7,1.247,235.638,60.473,47.1,8.0,1.235,236.087,60.271,47.1,8.1,1.225,236.508,60.078,48.3,7.3,1.229,236.942,59.877,48.8,7.3,1.249,237.371,59.674,48.6,7.3,1.189,237.802,59.468,48.1,7.7,1.145,238.223,59.264,48.9,7.3,1.033,238.644,59.056,46.9,8.1,0.864
232.365,61.853,51.6,6.8,1.282,232.861,61.654,49.5,7.7,1.27,233.321,61.467,50.8,7.6,1.257,233.77,61.281,51.3,7.1,1.25,234.257,61.075,49.8,7.4,1.249,234.714,60.879,49.1,7.7,1.247,235.638,60.473,47.1,8.0,1.235,236.087,60.271,47.1,8.1,1.225,236.508,60.078,48.3,7.3,1.229,236.942,59.877,48.8,7.3,1.249,237.371,59.674,48.6,7.3,1.189,237.802,59.468,48.1,7.7,1.145,238.223,59.264,48.9,7.3,1.033,238.644,59.056,46.9,8.1,0.864,239.057,58.849,45.6,8.4,0.555
232.861,61.654,49.5,7.7,1.27,233.321,61.467,50.8,7.6,1.257,233.77,61.281,51.3,7.1,1.25,234.257,61.075,49.8,7.4,1.249,234.714,60.879,49.1,7.7,1.247,235.638,60.473,47.1,8.0,1.235,236.087,60.271,47.1,8.1,1.225,236.508,60.078,48.3,7.3,1.229,236.942,59.877,48.8,7.3,1.249,237.371,59.674,48.6,7.3,1.189,237.802,59.468,48.1,7.7,1.145,238.223,59.264,48.9,7.3,1.033,238.644,59.056,46.9,8.1,0.864,239.057,58.849,45.6,8.4,0.555,239.47,58.639,43.6,9.7,0.439
233.321,61.467,50.8,7.6,1.257,233.77,61.281,51.3,7.1,1.25,234.257,61.075,49.8,7.4,1.249,234.714,60.879,49.1,7.7,1.247,235.638,60.473,47.1,8.0,1.235,236.087,60.271,47.1,8.1,1.225,236.508,60.078,48.3,7.3,1.229,236.942,59.877,48.8,7.3,1.249,237.371,59.674,48.6,7.3,1.189,237.802,59.468,48.1,7.7,1.145,238.223,59.264,48.9,7.3,1.033,238.644,59.056,46.9,8.1,0.864,239.057,58.849,45.6,8.4,0.555,239.47,58.639,43.6,9.7,0.439,239.869,58.434,42.4,9.9,0.441
233.77,61.281,51.3,7.1,1.25,234.257,61.075,49.8,7.4,1.249,234.714,60.879,49.1,7.7,1.247,235.638,60.473,47.1,8.0,1.235,236.087,60.271,47.1,8.1,1.225,236.508,60.078,48.3,7.3,1.229,236.942,59.877,48.8,7.3,1.249,237.371,59.674,48.6,7.3,1.189,237.802,59.468,48.1,7.7,1.145,238.223,59.264,48.9,7.3,1.033,238.644,59.056,46.9,8.1,0.864,239.057,58.849,45.6,8.4,0.555,239.47,58.639,43.6,9.7,0.439,239.869,58.434,42.4,9.9,0.441,240.279,58.22,41.3,10.8,0.589
234.257,61.075,49.8,7.4,1.249,234.714,60.879,49.1,7.7,1.247,235.638,60.473,47.1,8.0,1.235,236.087,60.271,47.1,8.1,1.225,236.508,60.078,48.3,7.3,1.229,236.942,59.877,48.8,7.3,1.249,237.371,59.674,48.6,7.3,1.189,237.802,59.468,48.1,7.7,1.145,238.223,59.264,48.9,7.3,1.033,238.644,59.056,46.9,8.1,0.864,239.057,58.849,45.6,8.4,0.555,239.47,58.639,43.6,9.7,0.439,239.869,58.434,42.4,9.9,0.441,240.279,58.22,41.3,10.8,0.589,240.675,58.01,41.9,10.2,0.758
234.714,60.879,49.1,7.7,1.247,235.638,60.473,47.1,8.0,1.235,236.087,60.271,47.1,8.1,1.225,236.508,60.078,48.3,7.3,1.229,236.942,59.877,48.8,7.3,1.249,237.371,59.674,48.6,7.3,1.189,237.802,59.468,48.1,7.7,1.145,238.223,59.264,48.9,7.3,1.033,238.644,59.056,46.9,8.1,0.864,239.057,58.849,45.6,8.4,0.555,239.47,58.639,43.6,9.7,0.439,239.869,58.434,42.4,9.9,0.441,240.279,58.22,41.3,10.8,0.589,240.675,58.01,41.9,10.2,0.758,241.083,57.791,43.3,9.4,0.714
235.638,60.473,47.1,8.0,1.235,236.087,60.271,47.1,8.1,1.225,236.508,60.078,48.3,7.3,1.229,236.942,59.877,48.8,7.3,1.249,237.371,59.674,48.6,7.3,1.189,237.802,59.468,48.1,7.7,1.145,238.223,59.264,48.9,7.3,1.033,238.644,59.056,46.9,8.1,0.864,239.057,58.849,45.6,8.4,0.555,239.47,58.639,43.6,9.7,0.439,239.869,58.434,42.4,9.9,0.441,240.279,58.22,41.3,10.8,0.589,240.675,58.01,41.9,10.2,0.758,241.083,57.791,43.3,9.4,0.714,241.461,57.586,43.8,9.0,0.774
236.087,60.271,47.1,8.1,1.225,236.508,60.078,48.3,7.3,1.229,236.942,59.877,48.8,7.3,1.249,237.371,59.674,48.6,7.3,1.189,237.802,59.468,48.1,7.7,1.145,238.223,59.264,48.9,7.3,1.033,238.644,59.056,46.9,8.1,0.864,239.057,58.849,45.6,8.4,0.555,239.47,58.639,43.6,9.7,0.439,239.869,58.434,42.4,9.9,0.441,240.279,58.22,41.3,10.8,0.589,240.675,58.01,41.9,10.2,0.758,241.083,57.791,43.3,9.4,0.714,241.461,57.586,43.8,9.0,0.774,241.846,57.373,45.6,8.4,1.034
236.508,60.078,48.3,7.3,1.229,236.942,59.877,48.8,7.3,1.249,237.371,59.674,48.6,7.3,1.189,237.802,59.468,48.1,7.7,1.145,238.223,59.264,48.9,7.3,1.033,238.644,59.056,46.9,8.1,0.864,239.057,58.849,45.6,8.4,0.555,239.47,58.639,43.6,9.7,0.439,239.869,58.434,42.4,9.9,0.441,240.279,58.22,41.3,10.8,0.589,240.675,58.01,41.9,10.2,0.758,241.083,57.791,43.3,9.4,0.714,241.461,57.586,43.8,9.0,0.774,241.846,57.373,45.6,8.4,1.034,242.227,57.161,47.2,8.1,0.783
236.942,59.877,48.8,7.3,1.249,237.371,59.674,48.6,7.3,1.189,237.802,59.468,48.1,7.7,1.145,238.223,59.264,48.9,7.3,1.033,238.644,59.056,46.9,8.1,0.864,239.057,58.849,45.6,8.4,0.555,239.47,58.639,43.6,9.7,0.439,239.869,58.434,42.4,9.9,0.441,240.279,58.22,41.3,10.8,0.589,240.675,58.01,41.9,10.2,0.758,241.083,57.791,43.3,9.4,0.714,241.461,57.586,43.8,9.0,0.774,241.846,57.373,45.6,8.4,1.034,242.227,57.161,47.2,8.1,0.783,242.624,56.936,45.0,8.1,0.863
237.371,59.674,48.6,7.3,1.189,237.802,59.468,48.1,7.7,1.145,238.223,59.264,48.9,7.3,1.033,238.644,59.056,46.9,8.1,0.864,239.057,58.849,45.6,8.4,0.555,239.47,58.639,43.6,9.7,0.439,239.869,58.434,42.4,9.9,0.441,240.279,58.22,41.3,10.8,0.589,240.675,58.01,41.9,10.2,0.758,241.083,57.791,43.3,9.4,0.714,241.461,57.586,43.8,9.0,0.774,241.846,57.373,45.6,8.4,1.034,242.227,57.161,47.2,8.1,0.783,242.624,56.936,45.0,8.1,0.863,242.997,56.721,44.7,8.4,0.674
237.802,59.468,48.1,7.7,1.145,238.223,59.264,48.9,7.3,1.033,238.644,59.056,46.9,8.1,0.864,239.057,58.849,45.6,8.4,0.555,239.47,58.639,43.6,9.7,0.439,239.869,58.434,42.4,9.9,0.441,240.279,58.22,41.3,10.8,0.589,240.675,58.01,41.9,10.2,0.758,241.083,57.791,43.3,9.4,0.714,241.461,57.586,43.8,9.0,0.774,241.846,57.373,45.6,8.4,1.034,242.227,57.161,47.2,8.1,0.783,242.624,56.936,45.0,8.1,0.863,242.997,56.721,44.7,8.4,0.674,243.367,56.506,44.3,8.1,0.884
238.223,59.264,48.9,7.3,1.033,238.644,59.056,46.9,8.1,0.864,239.057,58.849,45.6,8.4,0.555,239.47,58.639,43.6,9.7,0.439,239.869,58.434,42.4,9.9,0.441,240.279,58.22,41.3,10.8,0.589,240.675,58.01,41.9,10.2,0.758,241.083,57.791,43.3,9.4,0.714,241.461,57.586,43.8,9.0,0.774,241.846,57.373,45.6,8.4,1.034,242.227,57.161,47.2,8.1,0.783,242.624,56.936,45.0,8.1,0.863,242.997,56.721,44.7,8.4,0.674,243.367,56.506,44.3,8.1,0.884,243.725,56.296,43.3,8.5,0.567
238.644,59.056,46.9,8.1,0.864,239.057,58.849,45.6,8.4,0.555,239.47,58.639,43.6,9.7,0.439,239.869,58.434,42.4,9.9,0.441,240.279,58.22,41.3,10.8,0.589,240.675,58.01,41.9,10.2,0.758,241.083,57.791,43.3,9.4,0.714,241.461,57.586,43.8,9.0,0.774,241.846,57.373,45.6,8.4,1.034,242.227,57.161,47.2,8.1,0.783,242.624,56.936,45.0,8.1,0.863,242.997,56.721,44.7,8.4,0.674,243.367,56.506,44.3,8.1,0.884,243.725,56.296,43.3,8.5,0.567,244.093,56.077,41.3,9.6,0.504
239.057,58.849,45.6,8.4,0.555,239.47,58.639,43.6,9.7,0.439,239.869,58.434,42.4,9.9,0.441,240.279,58.22,41.3,10.8,0.589,240.675,58.01,41.9,10.2,0.758,241.083,57.791,43.3,9.4,0.714,241.461,57.586,43.8,9.0,0.774,241.846,57.373,45.6,8.4,1.034,242.227,57.161,47.2,8.1,0.783,242.624,56.936,45.0,8.1,0.863,242.997,56.721,44.7,8.4,0.674,243.367,56.506,44.3,8.1,0.884,243.725,56.296,43.3,8.5,0.567,244.093,56.077,41.3,9.6,0.504,244.467,55.851,41.1,9.9,0.481
239.47,58.639,43.6,9.7,0.439,239.869,58.434,42.4,9.9,0.441,240.279,58.22,41.3,10.8,0.589,240.675,58.01,41.9,10.2,0.758,241.083,57.791,43.3,9.4,0.714,241.461,57.586,43.8,9.0,0.774,241.846,57.373,45.6,8.4,1.034,242.227,57.161,47.2,8.1,0.783,242.624,56.936,45.0,8.1,0.863,242.997,56.721,44.7,8.4,0.674,243.367,56.506,44.3,8.1,0.884,243.725,56.296,43.3,8.5,0.567,244.093,56.077,41.3,9.6,0.504,244.467,55.851,41.1,9.9,0.481,244.81,55.642,39.5,10.7,0.55
239.869,58.434,42.4,9.9,0.441,240.279,58.22,41.3,10.8,0.589,240.675,58.01,41.9,10.2,0.758,241.083,57.791,43.3,9.4,0.714,241.461,57.586,43.8,9.0,0.774,241.846,57.373,45.6,8.4,1.034,242.227,57.161,47.2,8.1,0.783,242.624,56.936,45.0,8.1,0.863,242.997,56.721,44.7,8.4,0.674,243.367,56.506,44.3,8.1,0.884,243.725,56.296,43.3,8.5,0.567,244.093,56.077,41.3,9.6,0.504,244.467,55.851,41.1,9.9,0.481,244.81,55.642,39.5,10.7,0.55,245.168,55.421,38.9,11.4,0.659
240.279,58.22,41.3,10.8,0.589,240.675,58.01,41.9,10.2,0.758,241.083,57.791,43.3,9.4,0.714,241.461,57.586,43.8,9.0,0.774,241.846,57.373,45.6,8.4,1.034,242.227,57.161,47.2,8.1,0.783,242.624,56.936,45.0,8.1,0.863,242.997,56.721,44.7,8.4,0.674,243.367,56.506,44.3,8.1,0.884,243.725,56.296,43.3,8.5,0.567,244.093,56.077,41.3,9.6,0.504,244.467,55.851,41.1,9.9,0.481,244.81,55.642,39.5,10.7,0.55,245.168,55.421,38.9,11.4,0.659,245.518,55.202,39.7,11.3,0.815
240.675,58.01,41.9,10.2,0.758,241.083,57.791,43.3,9.4,0.714,241.461,57.586,43.8,9.0,0.774,241.846,57.373,45.6,8.4,1.034,242.227,57.161,47.2,8.1,0.783,242.624,56.936,45.0,8.1,0.863,242.997,56.721,44.7,8.4,0.674,243.367,56.506,44.3,8.1,0.884,243.725,56.296,43.3,8.5,0.567,244.093,56.077,41.3,9.6,0.504,244.467,55.851,41.1,9.9,0.481,244.81,55.642,39.5,10.7,0.55,245.168,55.421,38.9,11.4,0.659,245.518,55.202,39.7,11.3,0.815,245.87,54.979,41.0,10.7,0.642
241.083,57.791,43.3,9.4,0.714,241.461,57.586,43.8,9.0,0.774,241.846,57.373,45.6,8.4,1.034,242.227,57.161,47.2,8.1,0.783,242.624,56.936,45.0,8.1,0.863,242.997,56.721,44.7,8.4,0.674,243.367,56.506,44.3,8.1,0.884,243.725,56.296,43.3,8.5,0.567,244.093,56.077,41.3,9.6,0.504,244.467,55.851,41.1,9.9,0.481,244.81,55.642,39.5,10.7,0.55,245.168,55.421,38.9,11.4,0.659,245.518,55.202,39.7,11.3,0.815,245.87,54.979,41.0,10.7,0.642,246.214,54.759,41.5,9.7,0.604
241.461,57.586,43.8,9.0,0.774,241.846,57.373,45.6,8.4,1.034,242.227,57.161,47.2,8.1,0.783,242.624,56.936,45.0,8.1,0.863,242.997,56.721,44.7,8.4,0.674,243.367,56.506,44.3,8.1,0.884,243.725,56.296,43.3,8.5,0.567,244.093,56.077,41.3,9.6,0.504,244.467,55.851,41.1,9.9,0.481,244.81,55.642,39.5,10.7,0.55,245.168,55.421,38.9,11.4,0.659,245.518,55.202,39.7,11.3,0.815,245.87,54.979,41.0,10.7,0.642,246.214,54.759,41.5,9.7,0.604,246.56,54.535,41.3,9.4,0.55
241.846,57.373,45.6,8.4,1.034,242.227,57.161,47.2,8.1,0.783,242.624,56.936,45.0,8.1,0.863,242.997,56.721,44.7,8.4,0.674,243.367,56.506,44.3,8.1,0.884,243.725,56.296,43.3,8.5,0.567,244.093,56.077,41.3,9.6,0.504,244.467,55.851,41.1,9.9,0.481,244.81,55.642,39.5,10.7,0.55,245.168,55.421,38.9,11.4,0.659,245.518,55.202,39.7,11.3,0.815,245.87,54.979,41.0,10.7,0.642,246.214,54.759,41.5,9.7,0.604,246.56,54.535,41.3,9.4,0.55,246.912,54.305,40.2,10.1,0.591
242.227,57.161,47.2,8.1,0.783,242.624,56.936,45.0,8.1,0.863,242.997,56.721,44.7,8.4,0.674,243.367,56.506,44.3,8.1,0.884,243.725,56.296,43.3,8.5,0.567,244.093,56.077,41.3,9.6,0.504,244.467,55.851,41.1,9.9,0.481,244.81,55.642,39.5,10.7,0.55,245.168,55.421,38.9,11.4,0.659,245.518,55.202,39.7,11.3,0.815,245.87,54.979,41.0,10.7,0.642,246.214,54.759,41.5,9.7,0.604,246.56,54.535,41.3,9.4,0.55,246.912,54.305,40.2,10.1,0.591,247.251,54.08,41.4,10.0,0.501
242.624,56.936,45.0,8.1,0.863,242.997,56.721,44.7,8.4,0.674,243.367,56.506,44.3,8.1,0.884,243.725,56.296,43.3,8.5,0.567,244.093,56.077,41.3,9.6,0.504,244.467,55.851,41.1,9.9,0.481,244.81,55.642,39.5,10.7,0.55,245.168,55.421,38.9,11.4,0.659,245.518,55.202,39.7,11.3,0.815,245.87,54.979,41.0,10.7,0.642,246.214,54.759,41.5,9.7,0.604,246.56,54.535,41.3,9.4,0.55,246.912,54.305,40.2,10.1,0.591,247.251,54.08,41.4,10.0,0.501,247.584,53.858,40.3,10.4,0.412
242.997,56.721,44.7,8.4,0.674,243.367,56.506,44.3,8.1,0.884,243.725,56.296,43.3,8.5,0.567,244.093,56.077,41.3,9.6,0.504,244.467,55.851,41.1,9.9,0.481,244.81,55.642,39.5,10.7,0.55,245.168,55.421,38.9,11.4,0.659,245.518,55.202,39.7,11.3,0.815,245.87,54.979,41.0,10.7,0.642,246.214,54.759,41.5,9.7,0.604,246.56,54.535,41.3,9.4,0.55,246.912,54.305,40.2,10.1,0.591,247.251,54.08,41.4,10.0,0.501,247.584,53.858,40.3,10.4,0.412,247.905,53.641,40.9,10.7,0.394
243.367,56.506,44.3,8.1,0.884,243.725,56.296,43.3,8.5,0.567,244.093,56.077,41.3,9.6,0.504,244.467,55.851,41.1,9.9,0.481,244.81,55.642,39.5,10.7,0.55,245.168,55.421,38.9,11.4,0.659,245.518,55.202,39.7,11.3,0.815,245.87,54.979,41.0,10.7,0.642,246.214,54.759,41.5,9.7,0.604,246.56,54.535,41.3,9.4,0.55,246.912,54.305,40.2,10.1,0.591,247.251,54.08,41.4,10.0,0.501,247.584,53.858,40.3,10.4,0.412,247.905,53.641,40.9,10.7,0.394,248.232,53.417,39.6,10.7,0.429
243.725,56.296,43.3,8.5,0.567,244.093,56.077,41.3,9.6,0.504,244.467,55.851,41.1,9.9,0.481,244.81,55.642,39.5,10.7,0.55,245.168,55.421,38.9,11.4,0.659,245.518,55.202,39.7,11.3,0.815,245.87,54.979,41.0,10.7,0.642,246.214,54.759,41.5,9.7,0.604,246.56,54.535,41.3,9.4,0.55,246.912,54.305,40.2,10.1,0.591,247.251,54.08,41.4,10.0,0.501,247.584,53.858,40.3,10.4,0.412,247.905,53.641,40.9,10.7,0.394,248.232,53.417,39.6,10.7,0.429,248.556,53.193,39.9,10.8,0.46
244.093,56.077,41.3,9.6,0.504,244.467,55.851,41.1,9.9,0.481,244.81,55.642,39.5,10.7,0.55,245.168,55.421,38.9,11.4,0.659,245.518,55.202,39.7,11.3,0.815,245.87,54.979,41.0,10.7,0.642,246.214,54.759,41.5,9.7,0.604,246.56,54.535,41.3,9.4,0.55,246.912,54.305,40.2,10.1,0.591,247.251,54.08,41.4,10.0,0.501,247.584,53.858,40.3,10.4,0.412,247.905,53.641,40.9,10.7,0.394,248.232,53.417,39.6,10.7,0.429,248.556,53.193,39.9,10.8,0.46,248.882,52.966,41.3,10.1,0.551
244.467,55.851,41.1,9.9,0.481,244.81,55.642,39.5,10.7,0.55,245.168,55.421,38.9,11.4,0.659,245.518,55.202,39.7,11.3,0.815,245.87,54.979,41.0,10.7,0.642,246.214,54.759,41.5,9.7,0.604,246.56,54.535,41.3,9.4,0.55,246.912,54.305,40.2,10.1,0.591,247.251,54.08,41.4,10.0,0.501,247.584,53.858,40.3,10.4,0.412,247.905,53.641,40.9,10.7,0.394,248.232,53.417,39.6,10.7,0.429,248.556,53.193,39.9,10.8,0.46,248.882,52.966,41.3,10.1,0.551,249.201,52.741,42.2,9.5,0.846
244.81,55.642,39.5,10.7,0.55,245.168,55.421,38.9,11.4,0.659,245.518,55.202,39.7,11.3,0.815,245.87,54.979,41.0,10.7,0.642,246.214,54.759,41.5,9.7,0.604,246.56,54.535,41.3,9.4,0.55,246.912,54.305,40.2,10.1,0.591,247.251,54.08,41.4,10.0,0.501,247.584,53.858,40.3,10.4,0.412,247.905,53.641,40.9,10.7,0.394,248.232,53.417,39.6,10.7,0.429,248.556,53.193,39.9,10.8,0.46,248.882,52.966,41.3,10.1,0.551,249.201,52.741,42.2,9.5,0.846,249.521,52.512,44.7,8.3,0.611
245.168,55.421,38.9,11.4,0.659,245.518,55.202,39.7,11.3,0.815,245.87,54.979,41.0,10.7,0.642,246.214,54.759,41.5,9.7,0.604,246.56,54.535,41.3,9.4,0.55,246.912,54.305,40.2,10.1,0.591,247.251,54.08,41.4,10.0,0.501,247.584,53.858,40.3,10.4,0.412,247.905,53.641,40.9,10.7,0.394,248.232,53.417,39.6,10.7,0.429,248.556,53.193,39.9,10.8,0.46,248.882,52.966,41.3,10.1,0.551,249.201,52.741,42.2,9.5,0.846,249.521,52.512,44.7,8.3,0.611,249.848,52.277,43.4,8.7,0.678
245.518,55.202,39.7,11.3,0.815,245.87,54.979,41.0,10.7,0.642,246.214,54.759,41.5,9.7,0.604,246.56,54.535,41.3,9.4,0.55,246.912,54.305,40.2,10.1,0.591,247.251,54.08,41.4,10.0,0.501,247.584,53.858,40.3,10.4,0.412,247.905,53.641,40.9,10.7,0.394,248.232,53.417,39.6,10.7,0.429,248.556,53.193,39.9,10.8,0.46,248.882,52.966,41.3,10.1,0.551,249.201,52.741,42.2,9.5,0.846,249.521,52.512,44.7,8.3,0.611,249.848,52.277,43.4,8.7,0.678,250.159,52.051,42.2,9.3,0.809
245.87,54.979,41.0,10.7,0.642,246.214,54.759,41.5,9.7,0.604,246.56,54.535,41.3,9.4,0.55,246.912,54.305,40.2,10.1,0.591,247.251,54.08,41.4,10.0,0.501,247.584,53.858,40.3,10.4,0.412,247.905,53.641,40.9,10.7,0.394,248.232,53.417,39.6,10.7,0.429,248.556,53.193,39.9,10.8,0.46,248.882,52.966,41.3,10.1,0.551,249.201,52.741,42.2,9.5,0.846,249.521,52.512,44.7,8.3,0.611,249.848,52.277,43.4,8.7,0.678,250.159,52.051,42.2,9.3,0.809,250.464,51.827,42.0,9.3,0.909
246.214,54.759,41.5,9.7,0.604,246.56,54.535,41.3,9.4,0.55,246.912,54.305,40.2,10.1,0.591,247.251,54.08,41.4,10.0,0.501,247.584,53.858,40.3,10.4,0.412,247.905,53.641,40.9,10.7,0.394,248.232,53.417,39.6,10.7,0.429,248.556,53.193,39.9,10.8,0.46,248.882,52.966,41.3,10.1,0.551,249.201,52.741,42.2,9.5,0.846,249.521,52.512,44.7,8.3,0.611,249.848,52.277,43.4,8.7,0.678,250.159,52.051,42.2,9.3,0.809,250.464,51.827,42.0,9.3,0.909,250.766,51.603,42.1,9.5,0.93
246.56,54.535,41.3,9.4,0.55,246.912,54.305,40.2,10.1,0.591,247.251,54.08,41.4,10.0,0.501,247.584,53.858,40.3,10.4,0.412,247.905,53.641,40.9,10.7,0.394,248.232,53.417,39.6,10.7,0.429,248.556,53.193,39.9,10.8,0.46,248.882,52.966,41.3,10.1,0.551,249.201,52.741,42.2,9.5,0.846,249.521,52.512,44.7,8.3,0.611,249.848,52.277,43.4,8.7,0.678,250.159,52.051,42.2,9.3,0.809,250.464,51.827,42.0,9.3,0.909,250.766,51.603,42.1,9.5,0.93,251.074,51.372,45.0,8.4,1.129
