azimuth0,elevation0,temperature0,humidity0,vPanel0,azimuth1,elevation1,temperature1,humidity1,vPanel1,azimuth2,elevation2,temperature2,humidity2,vPanel2,azimuth3,elevation3,temperature3,humidity3,vPanel3,azimuth4,elevation4,temperature4,humidity4,vPanel4,azimuth5,elevation5,temperature5,humidity5,vPanel5,azimuth6,elevation6,temperature6,humidity6,vPanel6,azimuth7,elevation7,temperature7,humidity7,vPanel7,azimuth8,elevation8,temperature8,humidity8,vPanel8,azimuth9,elevation9,temperature9,humidity9,vPanel9,azimuth10,elevation10,temperature10,humidity10,vPanel10,azimuth11,elevation11,temperature11,humidity11,vPanel11,azimuth12,elevation12,temperature12,humidity12,vPanel12,azimuth13,elevation13,temperature13,humidity13,vPanel13,azimuth14,elevation14,temperature14,humidity14,vPanel14,azimuth15,elevation15,temperature15,humidity15,vPanel15,azimuth16,elevation16,temperature16,humidity16,vPanel16,azimuth17,elevation17,temperature17,humidity17,vPanel17,azimuth18,elevation18,temperature18,humidity18,vPanel18,azimuth19,elevation19,temperature19,humidity19,vPanel19,azimuth20,elevation20,temperature20,humidity20,vPanel20
137.128,62.836,50.3,9.0,1.683,137.557,62.962,51.3,8.7,1.679,138.018,63.096,52.2,8.3,1.672,138.483,63.229,52.0,8.2,1.673,138.944,63.359,53.1,7.9,1.677,139.409,63.487,53.5,7.6,1.695,139.886,63.616,52.1,8.1,1.692,140.374,63.746,52.4,8.1,1.699,140.85,63.871,52.2,8.0,1.701,141.338,63.996,51.0,8.5,1.694,141.831,64.12,50.8,8.6,1.683,142.327,64.242,49.9,8.9,1.681,142.819,64.362,49.4,9.1,1.691,143.331,64.483,51.0,8.6,1.699,143.839,64.602,52.4,8.0,1.716,144.343,64.717,52.7,7.9,1.723,144.859,64.832,54.0,7.5,1.728,145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707
137.557,62.962,51.3,8.7,1.679,138.018,63.096,52.2,8.3,1.672,138.483,63.229,52.0,8.2,1.673,138.944,63.359,53.1,7.9,1.677,139.409,63.487,53.5,7.6,1.695,139.886,63.616,52.1,8.1,1.692,140.374,63.746,52.4,8.1,1.699,140.85,63.871,52.2,8.0,1.701,141.338,63.996,51.0,8.5,1.694,141.831,64.12,50.8,8.6,1.683,142.327,64.242,49.9,8.9,1.681,142.819,64.362,49.4,9.1,1.691,143.331,64.483,51.0,8.6,1.699,143.839,64.602,52.4,8.0,1.716,144.343,64.717,52.7,7.9,1.723,144.859,64.832,54.0,7.5,1.728,145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709
138.018,63.096,52.2,8.3,1.672,138.483,63.229,52.0,8.2,1.673,138.944,63.359,53.1,7.9,1.677,139.409,63.487,53.5,7.6,1.695,139.886,63.616,52.1,8.1,1.692,140.374,63.746,52.4,8.1,1.699,140.85,63.871,52.2,8.0,1.701,141.338,63.996,51.0,8.5,1.694,141.831,64.12,50.8,8.6,1.683,142.327,64.242,49.9,8.9,1.681,142.819,64.362,49.4,9.1,1.691,143.331,64.483,51.0,8.6,1.699,143.839,64.602,52.4,8.0,1.716,144.343,64.717,52.7,7.9,1.723,144.859,64.832,54.0,7.5,1.728,145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723
138.483,63.229,52.0,8.2,1.673,138.944,63.359,53.1,7.9,1.677,139.409,63.487,53.5,7.6,1.695,139.886,63.616,52.1,8.1,1.692,140.374,63.746,52.4,8.1,1.699,140.85,63.871,52.2,8.0,1.701,141.338,63.996,51.0,8.5,1.694,141.831,64.12,50.8,8.6,1.683,142.327,64.242,49.9,8.9,1.681,142.819,64.362,49.4,9.1,1.691,143.331,64.483,51.0,8.6,1.699,143.839,64.602,52.4,8.0,1.716,144.343,64.717,52.7,7.9,1.723,144.859,64.832,54.0,7.5,1.728,145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72
138.944,63.359,53.1,7.9,1.677,139.409,63.487,53.5,7.6,1.695,139.886,63.616,52.1,8.1,1.692,140.374,63.746,52.4,8.1,1.699,140.85,63.871,52.2,8.0,1.701,141.338,63.996,51.0,8.5,1.694,141.831,64.12,50.8,8.6,1.683,142.327,64.242,49.9,8.9,1.681,142.819,64.362,49.4,9.1,1.691,143.331,64.483,51.0,8.6,1.699,143.839,64.602,52.4,8.0,1.716,144.343,64.717,52.7,7.9,1.723,144.859,64.832,54.0,7.5,1.728,145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725
139.409,63.487,53.5,7.6,1.695,139.886,63.616,52.1,8.1,1.692,140.374,63.746,52.4,8.1,1.699,140.85,63.871,52.2,8.0,1.701,141.338,63.996,51.0,8.5,1.694,141.831,64.12,50.8,8.6,1.683,142.327,64.242,49.9,8.9,1.681,142.819,64.362,49.4,9.1,1.691,143.331,64.483,51.0,8.6,1.699,143.839,64.602,52.4,8.0,1.716,144.343,64.717,52.7,7.9,1.723,144.859,64.832,54.0,7.5,1.728,145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713
139.886,63.616,52.1,8.1,1.692,140.374,63.746,52.4,8.1,1.699,140.85,63.871,52.2,8.0,1.701,141.338,63.996,51.0,8.5,1.694,141.831,64.12,50.8,8.6,1.683,142.327,64.242,49.9,8.9,1.681,142.819,64.362,49.4,9.1,1.691,143.331,64.483,51.0,8.6,1.699,143.839,64.602,52.4,8.0,1.716,144.343,64.717,52.7,7.9,1.723,144.859,64.832,54.0,7.5,1.728,145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711
140.374,63.746,52.4,8.1,1.699,140.85,63.871,52.2,8.0,1.701,141.338,63.996,51.0,8.5,1.694,141.831,64.12,50.8,8.6,1.683,142.327,64.242,49.9,8.9,1.681,142.819,64.362,49.4,9.1,1.691,143.331,64.483,51.0,8.6,1.699,143.839,64.602,52.4,8.0,1.716,144.343,64.717,52.7,7.9,1.723,144.859,64.832,54.0,7.5,1.728,145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721
140.85,63.871,52.2,8.0,1.701,141.338,63.996,51.0,8.5,1.694,141.831,64.12,50.8,8.6,1.683,142.327,64.242,49.9,8.9,1.681,142.819,64.362,49.4,9.1,1.691,143.331,64.483,51.0,8.6,1.699,143.839,64.602,52.4,8.0,1.716,144.343,64.717,52.7,7.9,1.723,144.859,64.832,54.0,7.5,1.728,145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695
141.338,63.996,51.0,8.5,1.694,141.831,64.12,50.8,8.6,1.683,142.327,64.242,49.9,8.9,1.681,142.819,64.362,49.4,9.1,1.691,143.331,64.483,51.0,8.6,1.699,143.839,64.602,52.4,8.0,1.716,144.343,64.717,52.7,7.9,1.723,144.859,64.832,54.0,7.5,1.728,145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717
141.831,64.12,50.8,8.6,1.683,142.327,64.242,49.9,8.9,1.681,142.819,64.362,49.4,9.1,1.691,143.331,64.483,51.0,8.6,1.699,143.839,64.602,52.4,8.0,1.716,144.343,64.717,52.7,7.9,1.723,144.859,64.832,54.0,7.5,1.728,145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724
142.327,64.242,49.9,8.9,1.681,142.819,64.362,49.4,9.1,1.691,143.331,64.483,51.0,8.6,1.699,143.839,64.602,52.4,8.0,1.716,144.343,64.717,52.7,7.9,1.723,144.859,64.832,54.0,7.5,1.728,145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716
142.819,64.362,49.4,9.1,1.691,143.331,64.483,51.0,8.6,1.699,143.839,64.602,52.4,8.0,1.716,144.343,64.717,52.7,7.9,1.723,144.859,64.832,54.0,7.5,1.728,145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725
143.331,64.483,51.0,8.6,1.699,143.839,64.602,52.4,8.0,1.716,144.343,64.717,52.7,7.9,1.723,144.859,64.832,54.0,7.5,1.728,145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701
143.839,64.602,52.4,8.0,1.716,144.343,64.717,52.7,7.9,1.723,144.859,64.832,54.0,7.5,1.728,145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701,154.801,66.635,50.0,9.1,1.687
144.343,64.717,52.7,7.9,1.723,144.859,64.832,54.0,7.5,1.728,145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701,154.801,66.635,50.0,9.1,1.687,155.392,66.719,51.7,8.8,1.697
144.859,64.832,54.0,7.5,1.728,145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701,154.801,66.635,50.0,9.1,1.687,155.392,66.719,51.7,8.8,1.697,155.986,66.801,49.9,9.1,1.704
145.379,64.946,54.1,7.6,1.713,145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701,154.801,66.635,50.0,9.1,1.687,155.392,66.719,51.7,8.8,1.697,155.986,66.801,49.9,9.1,1.704,156.574,66.88,50.5,9.0,1.71
145.903,65.059,52.4,8.1,1.713,146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701,154.801,66.635,50.0,9.1,1.687,155.392,66.719,51.7,8.8,1.697,155.986,66.801,49.9,9.1,1.704,156.574,66.88,50.5,9.0,1.71,157.185,66.959,52.1,8.4,1.731
146.423,65.168,53.2,7.7,1.7,146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701,154.801,66.635,50.0,9.1,1.687,155.392,66.719,51.7,8.8,1.697,155.986,66.801,49.9,9.1,1.704,156.574,66.88,50.5,9.0,1.71,157.185,66.959,52.1,8.4,1.731,157.79,67.036,53.0,8.1,1.741
146.963,65.28,53.9,7.7,1.707,147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701,154.801,66.635,50.0,9.1,1.687,155.392,66.719,51.7,8.8,1.697,155.986,66.801,49.9,9.1,1.704,156.574,66.88,50.5,9.0,1.71,157.185,66.959,52.1,8.4,1.731,157.79,67.036,53.0,8.1,1.741,158.399,67.11,52.7,8.1,1.757
147.499,65.388,53.6,7.6,1.709,148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701,154.801,66.635,50.0,9.1,1.687,155.392,66.719,51.7,8.8,1.697,155.986,66.801,49.9,9.1,1.704,156.574,66.88,50.5,9.0,1.71,157.185,66.959,52.1,8.4,1.731,157.79,67.036,53.0,8.1,1.741,158.399,67.11,52.7,8.1,1.757,159.001,67.181,53.2,7.9,1.763
148.039,65.494,54.9,7.4,1.723,148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701,154.801,66.635,50.0,9.1,1.687,155.392,66.719,51.7,8.8,1.697,155.986,66.801,49.9,9.1,1.704,156.574,66.88,50.5,9.0,1.71,157.185,66.959,52.1,8.4,1.731,157.79,67.036,53.0,8.1,1.741,158.399,67.11,52.7,8.1,1.757,159.001,67.181,53.2,7.9,1.763,159.606,67.25,54.7,7.4,1.751
148.575,65.597,53.9,7.7,1.72,149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701,154.801,66.635,50.0,9.1,1.687,155.392,66.719,51.7,8.8,1.697,155.986,66.801,49.9,9.1,1.704,156.574,66.88,50.5,9.0,1.71,157.185,66.959,52.1,8.4,1.731,157.79,67.036,53.0,8.1,1.741,158.399,67.11,52.7,8.1,1.757,159.001,67.181,53.2,7.9,1.763,159.606,67.25,54.7,7.4,1.751,160.225,67.319,55.2,7.2,1.753
149.123,65.7,55.0,7.6,1.725,149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701,154.801,66.635,50.0,9.1,1.687,155.392,66.719,51.7,8.8,1.697,155.986,66.801,49.9,9.1,1.704,156.574,66.88,50.5,9.0,1.71,157.185,66.959,52.1,8.4,1.731,157.79,67.036,53.0,8.1,1.741,158.399,67.11,52.7,8.1,1.757,159.001,67.181,53.2,7.9,1.763,159.606,67.25,54.7,7.4,1.751,160.225,67.319,55.2,7.2,1.753,160.846,67.385,55.2,7.2,1.729
149.675,65.802,53.5,7.8,1.713,150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701,154.801,66.635,50.0,9.1,1.687,155.392,66.719,51.7,8.8,1.697,155.986,66.801,49.9,9.1,1.704,156.574,66.88,50.5,9.0,1.71,157.185,66.959,52.1,8.4,1.731,157.79,67.036,53.0,8.1,1.741,158.399,67.11,52.7,8.1,1.757,159.001,67.181,53.2,7.9,1.763,159.606,67.25,54.7,7.4,1.751,160.225,67.319,55.2,7.2,1.753,160.846,67.385,55.2,7.2,1.729,161.471,67.45,55.9,7.2,1.743
150.24,65.903,51.8,8.4,1.711,150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701,154.801,66.635,50.0,9.1,1.687,155.392,66.719,51.7,8.8,1.697,155.986,66.801,49.9,9.1,1.704,156.574,66.88,50.5,9.0,1.71,157.185,66.959,52.1,8.4,1.731,157.79,67.036,53.0,8.1,1.741,158.399,67.11,52.7,8.1,1.757,159.001,67.181,53.2,7.9,1.763,159.606,67.25,54.7,7.4,1.751,160.225,67.319,55.2,7.2,1.753,160.846,67.385,55.2,7.2,1.729,161.471,67.45,55.9,7.2,1.743,162.099,67.512,53.2,7.8,1.747
150.791,66.0,51.9,8.4,1.721,151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701,154.801,66.635,50.0,9.1,1.687,155.392,66.719,51.7,8.8,1.697,155.986,66.801,49.9,9.1,1.704,156.574,66.88,50.5,9.0,1.71,157.185,66.959,52.1,8.4,1.731,157.79,67.036,53.0,8.1,1.741,158.399,67.11,52.7,8.1,1.757,159.001,67.181,53.2,7.9,1.763,159.606,67.25,54.7,7.4,1.751,160.225,67.319,55.2,7.2,1.753,160.846,67.385,55.2,7.2,1.729,161.471,67.45,55.9,7.2,1.743,162.099,67.512,53.2,7.8,1.747,162.73,67.572,53.2,7.9,1.75
151.355,66.096,51.3,8.8,1.695,151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701,154.801,66.635,50.0,9.1,1.687,155.392,66.719,51.7,8.8,1.697,155.986,66.801,49.9,9.1,1.704,156.574,66.88,50.5,9.0,1.71,157.185,66.959,52.1,8.4,1.731,157.79,67.036,53.0,8.1,1.741,158.399,67.11,52.7,8.1,1.757,159.001,67.181,53.2,7.9,1.763,159.606,67.25,54.7,7.4,1.751,160.225,67.319,55.2,7.2,1.753,160.846,67.385,55.2,7.2,1.729,161.471,67.45,55.9,7.2,1.743,162.099,67.512,53.2,7.8,1.747,162.73,67.572,53.2,7.9,1.75,163.364,67.63,53.5,7.9,1.776
151.914,66.189,52.1,8.4,1.717,152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701,154.801,66.635,50.0,9.1,1.687,155.392,66.719,51.7,8.8,1.697,155.986,66.801,49.9,9.1,1.704,156.574,66.88,50.5,9.0,1.71,157.185,66.959,52.1,8.4,1.731,157.79,67.036,53.0,8.1,1.741,158.399,67.11,52.7,8.1,1.757,159.001,67.181,53.2,7.9,1.763,159.606,67.25,54.7,7.4,1.751,160.225,67.319,55.2,7.2,1.753,160.846,67.385,55.2,7.2,1.729,161.471,67.45,55.9,7.2,1.743,162.099,67.512,53.2,7.8,1.747,162.73,67.572,53.2,7.9,1.75,163.364,67.63,53.5,7.9,1.776,163.991,67.685,54.0,7.8,1.782
152.476,66.281,48.5,9.4,1.724,153.061,66.373,50.1,8.9,1.716,153.64,66.463,48.7,9.4,1.725,154.214,66.549,49.5,9.3,1.701,154.801,66.635,50.0,9.1,1.687,155.392,66.719,51.7,8.8,1.697,155.986,66.801,49.9,9.1,1.704,156.574,66.88,50.5,9.0,1.71,157.185,66.959,52.1,8.4,1.731,157.79,67.036,53.0,8.1,1.741,158.399,67.11,52.7,8.1,1.757,159.001,67.181,53.2,7.9,1.763,159.606,67.25,54.7,7.4,1.751,160.225,67.319,55.2,7.2,1.753,160.846,67.385,55.2,7.2,1.729,161.471,67.45,55.9,7.2,1.743,162.099,67.512,53.2,7.8,1.747,162.73,67.572,53.2,7.9,1.75,163.364,67.63,53.5,7.9,1.776,163.991,67.685,54.0,7.8,1.782,164.63,67.739,55.1,7.3,1.752
